bundesland,refdatum,idbundesland,anzahlfall,anzahltodesfall,neuerfall,neuertodesfall,neugenesen,anzahlgenesen,datum
Baden-WÃ¼rttemberg,2020/02/18 00:00:00,8,3,0,0,-27,0,3,18feb2020
Baden-WÃ¼rttemberg,2020/02/19 00:00:00,8,3,1,0,-18,-9,2,19feb2020
Baden-WÃ¼rttemberg,2020/02/20 00:00:00,8,3,0,0,-27,0,3,20feb2020
Baden-WÃ¼rttemberg,2020/02/21 00:00:00,8,6,0,0,-54,0,6,21feb2020
Baden-WÃ¼rttemberg,2020/02/22 00:00:00,8,3,0,0,-27,0,3,22feb2020
Baden-WÃ¼rttemberg,2020/02/23 00:00:00,8,8,0,0,-72,0,8,23feb2020
Baden-WÃ¼rttemberg,2020/02/24 00:00:00,8,11,0,0,-99,0,11,24feb2020
Baden-WÃ¼rttemberg,2020/02/25 00:00:00,8,17,1,0,-144,-9,16,25feb2020
Baden-WÃ¼rttemberg,2020/02/26 00:00:00,8,23,3,0,-180,-27,20,26feb2020
Baden-WÃ¼rttemberg,2020/02/27 00:00:00,8,15,0,0,-135,0,15,27feb2020
Baden-WÃ¼rttemberg,2020/02/28 00:00:00,8,36,0,0,-324,0,36,28feb2020
Baden-WÃ¼rttemberg,2020/02/29 00:00:00,8,34,1,0,-288,-9,33,29feb2020
Baden-WÃ¼rttemberg,2020/03/01 00:00:00,8,39,0,1,-333,1,39,01mar2020
Baden-WÃ¼rttemberg,2020/03/02 00:00:00,8,56,3,0,-468,-27,53,02mar2020
Baden-WÃ¼rttemberg,2020/03/03 00:00:00,8,76,4,0,-648,-36,72,03mar2020
Baden-WÃ¼rttemberg,2020/03/04 00:00:00,8,95,5,0,-783,-45,90,04mar2020
Baden-WÃ¼rttemberg,2020/03/05 00:00:00,8,108,4,0,-909,-36,104,05mar2020
Baden-WÃ¼rttemberg,2020/03/06 00:00:00,8,156,6,0,-1224,-54,150,06mar2020
Baden-WÃ¼rttemberg,2020/03/07 00:00:00,8,150,5,0,-1251,-45,145,07mar2020
Baden-WÃ¼rttemberg,2020/03/08 00:00:00,8,229,9,0,-1746,-81,220,08mar2020
Baden-WÃ¼rttemberg,2020/03/09 00:00:00,8,400,5,0,-3186,-45,395,09mar2020
Baden-WÃ¼rttemberg,2020/03/10 00:00:00,8,526,3,0,-4095,-27,523,10mar2020
Baden-WÃ¼rttemberg,2020/03/11 00:00:00,8,663,13,0,-4770,-117,650,11mar2020
Baden-WÃ¼rttemberg,2020/03/12 00:00:00,8,694,24,0,-4977,-207,670,12mar2020
Baden-WÃ¼rttemberg,2020/03/13 00:00:00,8,819,27,0,-5706,-243,792,13mar2020
Baden-WÃ¼rttemberg,2020/03/14 00:00:00,8,789,19,0,-5697,-171,770,14mar2020
Baden-WÃ¼rttemberg,2020/03/15 00:00:00,8,807,31,0,-5760,-252,776,15mar2020
Baden-WÃ¼rttemberg,2020/03/16 00:00:00,8,1052,36,0,-7326,-324,1016,16mar2020
Baden-WÃ¼rttemberg,2020/03/17 00:00:00,8,977,29,0,-6795,-261,948,17mar2020
Baden-WÃ¼rttemberg,2020/03/18 00:00:00,8,1054,38,0,-7083,-333,1016,18mar2020
Baden-WÃ¼rttemberg,2020/03/19 00:00:00,8,888,36,0,-6183,-315,852,19mar2020
Baden-WÃ¼rttemberg,2020/03/20 00:00:00,8,1111,39,0,-7173,-315,1072,20mar2020
Baden-WÃ¼rttemberg,2020/03/21 00:00:00,8,810,32,0,-5733,-270,778,21mar2020
Baden-WÃ¼rttemberg,2020/03/22 00:00:00,8,708,23,0,-5058,-198,685,22mar2020
Baden-WÃ¼rttemberg,2020/03/23 00:00:00,8,950,60,0,-6480,-513,890,23mar2020
Baden-WÃ¼rttemberg,2020/03/24 00:00:00,8,801,51,0,-5310,-441,750,24mar2020
Baden-WÃ¼rttemberg,2020/03/25 00:00:00,8,807,62,0,-5517,-531,745,25mar2020
Baden-WÃ¼rttemberg,2020/03/26 00:00:00,8,803,43,0,-5373,-369,760,26mar2020
Baden-WÃ¼rttemberg,2020/03/27 00:00:00,8,903,49,0,-5769,-414,854,27mar2020
Baden-WÃ¼rttemberg,2020/03/28 00:00:00,8,785,48,0,-5130,-396,737,28mar2020
Baden-WÃ¼rttemberg,2020/03/29 00:00:00,8,669,36,0,-4383,-305,633,29mar2020
Baden-WÃ¼rttemberg,2020/03/30 00:00:00,8,905,64,0,-6030,-558,841,30mar2020
Baden-WÃ¼rttemberg,2020/03/31 00:00:00,8,804,58,0,-4788,-485,746,31mar2020
Baden-WÃ¼rttemberg,2020/04/01 00:00:00,8,864,47,0,-5283,-405,817,01apr2020
Baden-WÃ¼rttemberg,2020/04/02 00:00:00,8,813,63,0,-4734,-477,749,02apr2020
Baden-WÃ¼rttemberg,2020/04/03 00:00:00,8,851,62,0,-4707,-503,789,03apr2020
Baden-WÃ¼rttemberg,2020/04/04 00:00:00,8,616,36,0,-3870,-297,580,04apr2020
Baden-WÃ¼rttemberg,2020/04/05 00:00:00,8,472,27,0,-3033,-225,445,05apr2020
Baden-WÃ¼rttemberg,2020/04/06 00:00:00,8,595,48,0,-4050,-413,547,06apr2020
Baden-WÃ¼rttemberg,2020/04/07 00:00:00,8,578,44,0,-3510,-369,534,07apr2020
Baden-WÃ¼rttemberg,2020/04/08 00:00:00,8,606,47,0,-3825,-395,559,08apr2020
Baden-WÃ¼rttemberg,2020/04/09 00:00:00,8,653,50,0,-3636,-396,603,09apr2020
Baden-WÃ¼rttemberg,2020/04/10 00:00:00,8,519,42,0,-3330,-333,476,10apr2020
Baden-WÃ¼rttemberg,2020/04/11 00:00:00,8,635,34,0,-2754,-296,601,11apr2020
Baden-WÃ¼rttemberg,2020/04/12 00:00:00,8,384,16,0,-2484,-126,367,12apr2020
Baden-WÃ¼rttemberg,2020/04/13 00:00:00,8,352,21,0,-2466,-189,330,13apr2020
Baden-WÃ¼rttemberg,2020/04/14 00:00:00,8,323,30,0,-2169,-261,293,14apr2020
Baden-WÃ¼rttemberg,2020/04/15 00:00:00,8,437,33,0,-2682,-225,404,15apr2020
Baden-WÃ¼rttemberg,2020/04/16 00:00:00,8,411,28,0,-2430,-252,383,16apr2020
Baden-WÃ¼rttemberg,2020/04/17 00:00:00,8,435,12,0,-2439,-98,423,17apr2020
Baden-WÃ¼rttemberg,2020/04/18 00:00:00,8,325,13,0,-2250,-117,312,18apr2020
Baden-WÃ¼rttemberg,2020/04/19 00:00:00,8,268,11,0,-1809,-99,256,19apr2020
Baden-WÃ¼rttemberg,2020/04/20 00:00:00,8,273,14,0,-1800,-126,259,20apr2020
Baden-WÃ¼rttemberg,2020/04/21 00:00:00,8,302,14,0,-1881,-126,288,21apr2020
Baden-WÃ¼rttemberg,2020/04/22 00:00:00,8,353,20,0,-1926,-180,333,22apr2020
Baden-WÃ¼rttemberg,2020/04/23 00:00:00,8,312,13,0,-1854,-117,299,23apr2020
Baden-WÃ¼rttemberg,2020/04/24 00:00:00,8,250,9,0,-1593,-80,241,24apr2020
Baden-WÃ¼rttemberg,2020/04/25 00:00:00,8,267,13,0,-1512,-117,254,25apr2020
Baden-WÃ¼rttemberg,2020/04/26 00:00:00,8,124,7,0,-891,-54,117,26apr2020
Baden-WÃ¼rttemberg,2020/04/27 00:00:00,8,197,10,0,-1476,-24,187,27apr2020
Baden-WÃ¼rttemberg,2020/04/28 00:00:00,8,130,8,0,-981,-476,69,28apr2020
Baden-WÃ¼rttemberg,2020/04/29 00:00:00,8,193,12,0,-1161,-531,122,29apr2020
Baden-WÃ¼rttemberg,2020/04/30 00:00:00,8,211,12,0,-1413,-684,121,30apr2020
Baden-WÃ¼rttemberg,2020/05/01 00:00:00,8,116,2,0,-828,-359,75,01may2020
Baden-WÃ¼rttemberg,2020/05/02 00:00:00,8,75,1,0,-630,-288,43,02may2020
Baden-WÃ¼rttemberg,2020/05/03 00:00:00,8,81,1,0,-684,-314,44,03may2020
Baden-WÃ¼rttemberg,2020/05/04 00:00:00,8,113,4,0,-846,-396,58,04may2020
Baden-WÃ¼rttemberg,2020/05/05 00:00:00,8,100,2,0,-783,-342,55,05may2020
Baden-WÃ¼rttemberg,2020/05/06 00:00:00,8,119,3,0,-909,-404,65,06may2020
Baden-WÃ¼rttemberg,2020/05/07 00:00:00,8,131,1,0,-999,-423,76,07may2020
Baden-WÃ¼rttemberg,2020/05/08 00:00:00,8,175,6,0,-1098,-459,92,08may2020
Baden-WÃ¼rttemberg,2020/05/09 00:00:00,8,103,2,0,-792,-378,51,09may2020
Baden-WÃ¼rttemberg,2020/05/10 00:00:00,8,64,3,0,-540,-315,29,10may2020
Baden-WÃ¼rttemberg,2020/05/11 00:00:00,8,75,0,0,-594,-244,41,11may2020
Baden-WÃ¼rttemberg,2020/05/12 00:00:00,8,78,2,0,-620,-639,0,12may2020
Baden-WÃ¼rttemberg,2020/05/13 00:00:00,8,106,1,0,-711,-702,2,13may2020
Baden-WÃ¼rttemberg,2020/05/14 00:00:00,8,77,1,0,-567,-566,1,14may2020
Baden-WÃ¼rttemberg,2020/05/15 00:00:00,8,67,0,0,-441,-441,0,15may2020
Baden-WÃ¼rttemberg,2020/05/16 00:00:00,8,51,0,0,-405,-405,0,16may2020
Baden-WÃ¼rttemberg,2020/05/17 00:00:00,8,20,0,0,-162,-162,0,17may2020
Baden-WÃ¼rttemberg,2020/05/18 00:00:00,8,52,2,0,-378,-396,0,18may2020
Baden-WÃ¼rttemberg,2020/05/19 00:00:00,8,76,1,1,-459,-468,0,19may2020
Baden-WÃ¼rttemberg,2020/05/20 00:00:00,8,74,0,1,-522,-522,0,20may2020
Baden-WÃ¼rttemberg,2020/05/21 00:00:00,8,35,0,1,-261,-261,0,21may2020
Baden-WÃ¼rttemberg,2020/05/22 00:00:00,8,44,0,2,-351,-351,0,22may2020
Baden-WÃ¼rttemberg,2020/05/23 00:00:00,8,32,0,13,-234,-234,0,23may2020
Baden-WÃ¼rttemberg,2020/05/24 00:00:00,8,7,0,5,-45,-45,0,24may2020
Bayern,2020/01/01 00:00:00,9,1,0,0,-9,0,1,01jan2020
Bayern,2020/01/17 00:00:00,9,1,1,0,0,-9,0,17jan2020
Bayern,2020/01/21 00:00:00,9,1,0,0,-9,0,1,21jan2020
Bayern,2020/01/23 00:00:00,9,2,0,0,-18,0,2,23jan2020
Bayern,2020/01/24 00:00:00,9,1,0,0,-9,0,1,24jan2020
Bayern,2020/01/25 00:00:00,9,1,0,0,-9,0,1,25jan2020
Bayern,2020/01/27 00:00:00,9,2,0,0,-18,0,2,27jan2020
Bayern,2020/01/28 00:00:00,9,1,0,0,-9,0,1,28jan2020
Bayern,2020/01/29 00:00:00,9,1,0,0,-9,0,1,29jan2020
Bayern,2020/01/30 00:00:00,9,3,0,0,-27,0,3,30jan2020
Bayern,2020/01/31 00:00:00,9,4,0,0,-36,0,4,31jan2020
Bayern,2020/02/02 00:00:00,9,1,0,0,-9,0,1,02feb2020
Bayern,2020/02/03 00:00:00,9,2,0,0,-18,0,2,03feb2020
Bayern,2020/02/04 00:00:00,9,1,0,0,-9,0,1,04feb2020
Bayern,2020/02/11 00:00:00,9,3,0,0,-27,0,3,11feb2020
Bayern,2020/02/12 00:00:00,9,2,0,0,-18,0,2,12feb2020
Bayern,2020/02/13 00:00:00,9,1,0,0,-9,0,1,13feb2020
Bayern,2020/02/14 00:00:00,9,1,0,0,-9,0,1,14feb2020
Bayern,2020/02/15 00:00:00,9,4,0,0,-36,0,4,15feb2020
Bayern,2020/02/17 00:00:00,9,2,0,0,-18,0,2,17feb2020
Bayern,2020/02/18 00:00:00,9,2,1,0,-9,-9,1,18feb2020
Bayern,2020/02/19 00:00:00,9,2,0,0,-18,0,2,19feb2020
Bayern,2020/02/20 00:00:00,9,5,0,0,-45,0,5,20feb2020
Bayern,2020/02/21 00:00:00,9,4,0,0,-36,0,4,21feb2020
Bayern,2020/02/22 00:00:00,9,5,0,0,-45,0,5,22feb2020
Bayern,2020/02/23 00:00:00,9,5,1,0,-36,-9,4,23feb2020
Bayern,2020/02/24 00:00:00,9,7,0,0,-63,0,7,24feb2020
Bayern,2020/02/25 00:00:00,9,10,0,0,-90,0,10,25feb2020
Bayern,2020/02/26 00:00:00,9,17,1,0,-135,-9,16,26feb2020
Bayern,2020/02/27 00:00:00,9,30,2,0,-243,-18,28,27feb2020
Bayern,2020/02/28 00:00:00,9,37,2,0,-297,-18,35,28feb2020
Bayern,2020/02/29 00:00:00,9,48,0,0,-414,0,48,29feb2020
Bayern,2020/03/01 00:00:00,9,31,0,0,-270,0,31,01mar2020
Bayern,2020/03/02 00:00:00,9,60,1,0,-522,-9,59,02mar2020
Bayern,2020/03/03 00:00:00,9,51,0,0,-450,0,51,03mar2020
Bayern,2020/03/04 00:00:00,9,57,1,0,-477,-9,56,04mar2020
Bayern,2020/03/05 00:00:00,9,70,1,0,-603,-9,69,05mar2020
Bayern,2020/03/06 00:00:00,9,126,4,0,-1017,-36,122,06mar2020
Bayern,2020/03/07 00:00:00,9,128,4,0,-1080,-36,124,07mar2020
Bayern,2020/03/08 00:00:00,9,147,6,0,-1215,-54,141,08mar2020
Bayern,2020/03/09 00:00:00,9,300,9,0,-2385,-81,291,09mar2020
Bayern,2020/03/10 00:00:00,9,392,10,0,-3069,-90,382,10mar2020
Bayern,2020/03/11 00:00:00,9,437,8,0,-3420,-72,429,11mar2020
Bayern,2020/03/12 00:00:00,9,512,13,0,-3987,-117,499,12mar2020
Bayern,2020/03/13 00:00:00,9,753,19,0,-5445,-153,734,13mar2020
Bayern,2020/03/14 00:00:00,9,749,18,0,-5364,-162,731,14mar2020
Bayern,2020/03/15 00:00:00,9,834,30,0,-6012,-252,804,15mar2020
Bayern,2020/03/16 00:00:00,9,1215,37,0,-8694,-333,1178,16mar2020
Bayern,2020/03/17 00:00:00,9,1145,25,0,-7920,-225,1120,17mar2020
Bayern,2020/03/18 00:00:00,9,1296,45,0,-8433,-396,1251,18mar2020
Bayern,2020/03/19 00:00:00,9,1197,25,1,-8073,-224,1172,19mar2020
Bayern,2020/03/20 00:00:00,9,1468,49,0,-9405,-405,1419,20mar2020
Bayern,2020/03/21 00:00:00,9,1330,47,0,-8496,-423,1283,21mar2020
Bayern,2020/03/22 00:00:00,9,983,38,0,-6750,-342,945,22mar2020
Bayern,2020/03/23 00:00:00,9,1368,82,0,-9009,-711,1286,23mar2020
Bayern,2020/03/24 00:00:00,9,1218,56,0,-7677,-459,1162,24mar2020
Bayern,2020/03/25 00:00:00,9,1513,64,-1,-8937,-577,1449,25mar2020
Bayern,2020/03/26 00:00:00,9,1335,72,0,-7767,-630,1263,26mar2020
Bayern,2020/03/27 00:00:00,9,1401,81,0,-7677,-675,1320,27mar2020
Bayern,2020/03/28 00:00:00,9,1191,80,0,-7344,-603,1111,28mar2020
Bayern,2020/03/29 00:00:00,9,920,45,0,-5895,-378,875,29mar2020
Bayern,2020/03/30 00:00:00,9,1148,83,0,-7434,-693,1065,30mar2020
Bayern,2020/03/31 00:00:00,9,1244,78,0,-6624,-648,1166,31mar2020
Bayern,2020/04/01 00:00:00,9,1373,85,0,-7461,-710,1288,01apr2020
Bayern,2020/04/02 00:00:00,9,1269,102,0,-7182,-774,1167,02apr2020
Bayern,2020/04/03 00:00:00,9,1321,77,0,-7281,-558,1244,03apr2020
Bayern,2020/04/04 00:00:00,9,1048,74,0,-6003,-612,974,04apr2020
Bayern,2020/04/05 00:00:00,9,689,44,0,-4680,-369,645,05apr2020
Bayern,2020/04/06 00:00:00,9,928,90,0,-5679,-693,837,06apr2020
Bayern,2020/04/07 00:00:00,9,1003,54,0,-5904,-468,949,07apr2020
Bayern,2020/04/08 00:00:00,9,983,66,0,-5544,-513,917,08apr2020
Bayern,2020/04/09 00:00:00,9,929,65,0,-5391,-540,863,09apr2020
Bayern,2020/04/10 00:00:00,9,737,61,0,-4563,-477,676,10apr2020
Bayern,2020/04/11 00:00:00,9,618,52,0,-3852,-414,566,11apr2020
Bayern,2020/04/12 00:00:00,9,425,41,0,-2907,-369,383,12apr2020
Bayern,2020/04/13 00:00:00,9,448,32,0,-2916,-279,416,13apr2020
Bayern,2020/04/14 00:00:00,9,632,47,0,-3636,-414,584,14apr2020
Bayern,2020/04/15 00:00:00,9,631,54,0,-3825,-441,577,15apr2020
Bayern,2020/04/16 00:00:00,9,576,30,0,-3627,-260,546,16apr2020
Bayern,2020/04/17 00:00:00,9,546,39,0,-3330,-297,507,17apr2020
Bayern,2020/04/18 00:00:00,9,400,26,0,-2808,-234,374,18apr2020
Bayern,2020/04/19 00:00:00,9,328,34,0,-2007,-297,294,19apr2020
Bayern,2020/04/20 00:00:00,9,385,26,0,-2493,-234,359,20apr2020
Bayern,2020/04/21 00:00:00,9,385,34,0,-2402,-288,350,21apr2020
Bayern,2020/04/22 00:00:00,9,444,23,1,-2655,-197,421,22apr2020
Bayern,2020/04/23 00:00:00,9,477,29,0,-2700,-252,448,23apr2020
Bayern,2020/04/24 00:00:00,9,344,13,0,-2169,-108,331,24apr2020
Bayern,2020/04/25 00:00:00,9,310,13,0,-1791,-117,297,25apr2020
Bayern,2020/04/26 00:00:00,9,172,4,0,-1170,-36,168,26apr2020
Bayern,2020/04/27 00:00:00,9,302,19,1,-1872,-64,283,27apr2020
Bayern,2020/04/28 00:00:00,9,277,12,1,-1944,-755,170,28apr2020
Bayern,2020/04/29 00:00:00,9,251,9,0,-1638,-657,157,29apr2020
Bayern,2020/04/30 00:00:00,9,258,8,0,-1845,-738,145,30apr2020
Bayern,2020/05/01 00:00:00,9,193,10,0,-1350,-567,113,01may2020
Bayern,2020/05/02 00:00:00,9,140,4,0,-963,-351,94,02may2020
Bayern,2020/05/03 00:00:00,9,112,9,1,-882,-396,66,03may2020
Bayern,2020/05/04 00:00:00,9,165,7,0,-1269,-495,95,04may2020
Bayern,2020/05/05 00:00:00,9,163,7,1,-1215,-439,99,05may2020
Bayern,2020/05/06 00:00:00,9,217,6,0,-1503,-539,137,06may2020
Bayern,2020/05/07 00:00:00,9,185,3,0,-1341,-504,106,07may2020
Bayern,2020/05/08 00:00:00,9,167,5,0,-1206,-521,100,08may2020
Bayern,2020/05/09 00:00:00,9,133,2,0,-981,-324,82,09may2020
Bayern,2020/05/10 00:00:00,9,87,7,0,-665,-325,46,10may2020
Bayern,2020/05/11 00:00:00,9,153,2,0,-990,-280,97,11may2020
Bayern,2020/05/12 00:00:00,9,162,1,0,-1197,-1188,2,12may2020
Bayern,2020/05/13 00:00:00,9,130,4,0,-909,-926,2,13may2020
Bayern,2020/05/14 00:00:00,9,153,1,0,-855,-864,0,14may2020
Bayern,2020/05/15 00:00:00,9,124,1,2,-863,-873,0,15may2020
Bayern,2020/05/16 00:00:00,9,76,2,-1,-584,-603,0,16may2020
Bayern,2020/05/17 00:00:00,9,49,2,2,-387,-405,0,17may2020
Bayern,2020/05/18 00:00:00,9,90,0,5,-756,-748,-1,18may2020
Bayern,2020/05/19 00:00:00,9,94,1,2,-666,-675,0,19may2020
Bayern,2020/05/20 00:00:00,9,149,4,3,-836,-873,0,20may2020
Bayern,2020/05/21 00:00:00,9,68,0,3,-486,-486,0,21may2020
Bayern,2020/05/22 00:00:00,9,77,1,12,-522,-531,0,22may2020
Bayern,2020/05/23 00:00:00,9,53,1,11,-378,-387,0,23may2020
Bayern,2020/05/24 00:00:00,9,69,0,26,-261,-261,0,24may2020
Saarland,2020/02/02 00:00:00,10,1,0,0,-9,0,1,02feb2020
Saarland,2020/02/25 00:00:00,10,4,0,0,-36,0,4,25feb2020
Saarland,2020/02/26 00:00:00,10,1,0,0,-9,0,1,26feb2020
Saarland,2020/02/27 00:00:00,10,1,0,0,-9,0,1,27feb2020
Saarland,2020/03/01 00:00:00,10,2,0,0,-18,0,2,01mar2020
Saarland,2020/03/02 00:00:00,10,1,0,0,-9,0,1,02mar2020
Saarland,2020/03/03 00:00:00,10,2,0,0,-18,0,2,03mar2020
Saarland,2020/03/04 00:00:00,10,2,0,0,-18,0,2,04mar2020
Saarland,2020/03/05 00:00:00,10,8,0,0,-72,0,8,05mar2020
Saarland,2020/03/06 00:00:00,10,3,0,0,-27,0,3,06mar2020
Saarland,2020/03/07 00:00:00,10,4,0,0,-36,0,4,07mar2020
Saarland,2020/03/08 00:00:00,10,18,0,0,-162,0,18,08mar2020
Saarland,2020/03/09 00:00:00,10,10,0,0,-90,0,10,09mar2020
Saarland,2020/03/10 00:00:00,10,24,0,0,-198,0,24,10mar2020
Saarland,2020/03/11 00:00:00,10,24,0,0,-216,0,24,11mar2020
Saarland,2020/03/12 00:00:00,10,49,1,0,-342,-9,48,12mar2020
Saarland,2020/03/13 00:00:00,10,37,1,0,-306,-9,36,13mar2020
Saarland,2020/03/14 00:00:00,10,43,0,0,-378,0,43,14mar2020
Saarland,2020/03/15 00:00:00,10,32,0,0,-279,0,32,15mar2020
Saarland,2020/03/16 00:00:00,10,69,5,0,-495,-36,64,16mar2020
Saarland,2020/03/17 00:00:00,10,56,1,0,-432,-9,55,17mar2020
Saarland,2020/03/18 00:00:00,10,65,2,0,-468,-18,63,18mar2020
Saarland,2020/03/19 00:00:00,10,74,2,0,-495,-18,72,19mar2020
Saarland,2020/03/20 00:00:00,10,66,1,0,-468,-9,65,20mar2020
Saarland,2020/03/21 00:00:00,10,57,1,0,-432,-9,56,21mar2020
Saarland,2020/03/22 00:00:00,10,59,0,0,-387,0,59,22mar2020
Saarland,2020/03/23 00:00:00,10,72,5,0,-513,-45,67,23mar2020
Saarland,2020/03/24 00:00:00,10,34,3,0,-270,-27,31,24mar2020
Saarland,2020/03/25 00:00:00,10,54,2,0,-396,-18,52,25mar2020
Saarland,2020/03/26 00:00:00,10,65,1,0,-450,-9,64,26mar2020
Saarland,2020/03/27 00:00:00,10,55,3,0,-405,-27,52,27mar2020
Saarland,2020/03/28 00:00:00,10,65,2,0,-468,-9,63,28mar2020
Saarland,2020/03/29 00:00:00,10,37,3,0,-252,-27,34,29mar2020
Saarland,2020/03/30 00:00:00,10,71,5,0,-477,-45,66,30mar2020
Saarland,2020/03/31 00:00:00,10,84,9,0,-495,-45,75,31mar2020
Saarland,2020/04/01 00:00:00,10,103,6,0,-549,-54,97,01apr2020
Saarland,2020/04/02 00:00:00,10,114,11,0,-504,-27,103,02apr2020
Saarland,2020/04/03 00:00:00,10,89,3,0,-585,-27,86,03apr2020
Saarland,2020/04/04 00:00:00,10,105,10,0,-531,-54,95,04apr2020
Saarland,2020/04/05 00:00:00,10,78,10,0,-342,-72,68,05apr2020
Saarland,2020/04/06 00:00:00,10,89,7,0,-450,-54,82,06apr2020
Saarland,2020/04/07 00:00:00,10,75,2,0,-486,-18,73,07apr2020
Saarland,2020/04/08 00:00:00,10,107,10,0,-486,-54,97,08apr2020
Saarland,2020/04/09 00:00:00,10,91,4,0,-423,-27,87,09apr2020
Saarland,2020/04/10 00:00:00,10,77,7,0,-333,-54,70,10apr2020
Saarland,2020/04/11 00:00:00,10,25,2,0,-189,-18,23,11apr2020
Saarland,2020/04/12 00:00:00,10,22,0,0,-162,0,22,12apr2020
Saarland,2020/04/13 00:00:00,10,30,1,0,-198,-9,29,13apr2020
Saarland,2020/04/14 00:00:00,10,23,1,0,-198,-9,22,14apr2020
Saarland,2020/04/15 00:00:00,10,35,4,0,-225,-27,31,15apr2020
Saarland,2020/04/16 00:00:00,10,30,4,0,-198,-36,26,16apr2020
Saarland,2020/04/17 00:00:00,10,23,3,0,-153,-27,20,17apr2020
Saarland,2020/04/18 00:00:00,10,20,2,0,-135,-18,18,18apr2020
Saarland,2020/04/19 00:00:00,10,7,1,0,-54,-9,6,19apr2020
Saarland,2020/04/20 00:00:00,10,24,2,0,-180,-9,22,20apr2020
Saarland,2020/04/21 00:00:00,10,30,5,0,-153,-27,25,21apr2020
Saarland,2020/04/22 00:00:00,10,27,4,0,-198,-36,23,22apr2020
Saarland,2020/04/23 00:00:00,10,18,1,0,-144,-9,17,23apr2020
Saarland,2020/04/24 00:00:00,10,19,2,0,-126,-18,17,24apr2020
Saarland,2020/04/25 00:00:00,10,9,0,0,-81,0,9,25apr2020
Saarland,2020/04/26 00:00:00,10,15,0,0,-63,0,15,26apr2020
Saarland,2020/04/27 00:00:00,10,5,0,0,-45,1,5,27apr2020
Saarland,2020/04/28 00:00:00,10,19,0,0,-108,-9,18,28apr2020
Saarland,2020/04/29 00:00:00,10,20,0,0,-162,-45,15,29apr2020
Saarland,2020/04/30 00:00:00,10,31,2,0,-198,-54,24,30apr2020
Saarland,2020/05/01 00:00:00,10,9,0,0,-63,0,9,01may2020
Saarland,2020/05/02 00:00:00,10,6,1,0,-45,-27,3,02may2020
Saarland,2020/05/03 00:00:00,10,1,0,0,-9,0,1,03may2020
Saarland,2020/05/04 00:00:00,10,7,1,0,-45,-27,4,04may2020
Saarland,2020/05/05 00:00:00,10,12,2,0,-54,-27,9,05may2020
Saarland,2020/05/06 00:00:00,10,6,0,0,-54,0,6,06may2020
Saarland,2020/05/07 00:00:00,10,12,1,0,-99,-18,10,07may2020
Saarland,2020/05/08 00:00:00,10,4,0,0,-36,0,4,08may2020
Saarland,2020/05/09 00:00:00,10,2,1,0,-9,-9,1,09may2020
Saarland,2020/05/11 00:00:00,10,1,0,0,-9,1,1,11may2020
Saarland,2020/05/12 00:00:00,10,6,0,0,-54,-45,1,12may2020
Saarland,2020/05/13 00:00:00,10,8,0,0,-72,-72,0,13may2020
Saarland,2020/05/14 00:00:00,10,9,0,1,-81,-81,0,14may2020
Saarland,2020/05/15 00:00:00,10,4,0,0,-36,-36,0,15may2020
Saarland,2020/05/16 00:00:00,10,2,0,0,-18,-18,0,16may2020
Saarland,2020/05/18 00:00:00,10,3,0,0,-27,-27,0,18may2020
Saarland,2020/05/19 00:00:00,10,6,0,0,-54,-54,0,19may2020
Saarland,2020/05/20 00:00:00,10,2,0,0,-9,-9,0,20may2020
Saarland,2020/05/21 00:00:00,10,3,0,2,-27,-27,0,21may2020
Saarland,2020/05/22 00:00:00,10,3,0,0,-27,-27,0,22may2020
Saarland,2020/05/23 00:00:00,10,1,0,0,-9,-9,0,23may2020
Berlin,2020/01/31 00:00:00,11,1,0,0,-9,0,1,31jan2020
Berlin,2020/02/19 00:00:00,11,1,0,0,-9,0,1,19feb2020
Berlin,2020/02/23 00:00:00,11,1,0,0,-9,0,1,23feb2020
Berlin,2020/02/24 00:00:00,11,1,0,0,-9,0,1,24feb2020
Berlin,2020/02/25 00:00:00,11,3,0,0,-27,0,3,25feb2020
Berlin,2020/02/26 00:00:00,11,2,0,0,-18,0,2,26feb2020
Berlin,2020/02/27 00:00:00,11,5,0,0,-45,0,5,27feb2020
Berlin,2020/02/28 00:00:00,11,8,0,0,-72,0,8,28feb2020
Berlin,2020/02/29 00:00:00,11,7,0,0,-54,0,7,29feb2020
Berlin,2020/03/01 00:00:00,11,14,1,0,-117,-9,13,01mar2020
Berlin,2020/03/02 00:00:00,11,21,0,0,-189,0,21,02mar2020
Berlin,2020/03/03 00:00:00,11,20,0,0,-171,0,20,03mar2020
Berlin,2020/03/04 00:00:00,11,31,0,0,-270,0,31,04mar2020
Berlin,2020/03/05 00:00:00,11,25,0,0,-225,0,25,05mar2020
Berlin,2020/03/06 00:00:00,11,43,0,0,-378,0,43,06mar2020
Berlin,2020/03/07 00:00:00,11,38,1,0,-324,-9,37,07mar2020
Berlin,2020/03/08 00:00:00,11,46,0,0,-396,0,46,08mar2020
Berlin,2020/03/09 00:00:00,11,89,0,0,-756,0,89,09mar2020
Berlin,2020/03/10 00:00:00,11,135,0,0,-1107,0,135,10mar2020
Berlin,2020/03/11 00:00:00,11,138,0,0,-1098,0,138,11mar2020
Berlin,2020/03/12 00:00:00,11,160,0,0,-1224,0,160,12mar2020
